desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
gemma-scope-2b_L20_U4671_D4,gemma-scope-2b,20,4671,4,"Themes of framework, operational program, EU funding, and project implementation, especially in the context of health promotion, social programs, and education",0.0,-2.121395142603229,5.0949330040023704e-08
gemma-scope-2b_L20_U4671_D5,gemma-scope-2b,20,4671,5,"Travel, locations, and events, especially with details about time periods and geographical locations",0.0,-2.132396211702088,5.09491255234459e-08
gemma-scope-2b_L20_U6348_D1,gemma-scope-2b,20,6348,1,"Commercial or promotional codes, especially in the domains of mixed martial arts, software, and business",0.9745,1.1130492548801028,2.1616673687284576e-19
gemma-scope-2b_L20_U6348_D2,gemma-scope-2b,20,6348,2,"Attributes of apparel and accessories, often in combination with a specific activity or event",0.7628,-0.0104207815352819,4.668164563107523e-07
gemma-scope-2b_L20_U6348_D3,gemma-scope-2b,20,6348,3,"Days of the week, rounds in competitions, locations related to sports, and the word ""to""",0.7514,-0.060563531742968,1.4296663711221734e-06
gemma-scope-2b_L20_U6348_D4,gemma-scope-2b,20,6348,4,"Fighting competitions, combat sports, or related events",0.663,-0.075603713396619,0.0016449500792153
gemma-scope-2b_L20_U6348_D5,gemma-scope-2b,20,6348,5,"Sports, competition, and entertainment",0.5304,-0.1015982424310501,0.5533269691456397
gemma-scope-2b_L20_U7626_D1,gemma-scope-2b,20,7626,1,Product recalls and safety warnings,0.8132,-0.0899660187730705,1.8492730275822617e-05
gemma-scope-2b_L20_U7626_D2,gemma-scope-2b,20,7626,2,Events disrupted or canceled due to unforeseen circumstances,0.8089999999999999,-0.0984099532183584,2.3902820252046186e-05
gemma-scope-2b_L20_U7626_D3,gemma-scope-2b,20,7626,3,"Changes in business operations, including company name changes, software updates/discontinuation, and supply chain disruptions",0.8089999999999999,-0.0984163824080389,2.3902820252046186e-05
gemma-scope-2b_L20_U7626_D4,gemma-scope-2b,20,7626,4,"Locations, negative events, and consequences",0.8089999999999999,-0.0984011564540655,2.390281819481517e-05
gemma-scope-2b_L20_U7626_D5,gemma-scope-2b,20,7626,5,"Travel, transportation, events, schedules, and road conditions",0.8089999999999999,-0.0984673975179,2.390281819481517e-05
gemma-scope-2b_L20_U8980_D1,gemma-scope-2b,20,8980,1,"Numbers, especially 1 and 2, in the context of quantities of items or time durations",0.441,-0.3329865427295631,0.4077681244045673
gemma-scope-2b_L20_U8980_D2,gemma-scope-2b,20,8980,2,"Numbers, often single digits, in date-time stamps",0.40425,-0.3622638505844511,0.1783980099343197
gemma-scope-2b_L20_U8980_D3,gemma-scope-2b,20,8980,3,"Numbers, particularly years or ranks, appearing within content related to sports, politics, business, or personal narratives",0.40425,-0.3579856033406953,0.1783980099343197
gemma-scope-2b_L20_U8980_D4,gemma-scope-2b,20,8980,4,"Numbers, often single digits, within descriptive product texts, especially size or count information",0.3675,-0.3881291533825005,0.0621842129178241
gemma-scope-2b_L20_U8980_D5,gemma-scope-2b,20,8980,5,"Dates, times, and enumerations related to events, people, or locations",0.3675,-0.3881291533825005,0.0621842129178241
gemma-scope-2b_L20_U9859_D1,gemma-scope-2b,20,9859,1,"Events like showers, receptions, weddings, courses, discussions involving assessments of stances, parties, exhibitions, games, and festivals",0.3564999999999999,-0.1487981553397633,0.0670927752922119
gemma-scope-2b_L20_U9859_D2,gemma-scope-2b,20,9859,2,"Events, shows, and exhibitions",0.3196,-0.427160660326012,0.0213318951873388
gemma-scope-2b_L20_U9859_D3,gemma-scope-2b,20,9859,3,"Events, festivals, tournaments, ceremonies, and other planned occasions",0.2216999999999999,-0.6928031190381214,0.0003827624784746
gemma-scope-2b_L20_U9859_D4,gemma-scope-2b,20,9859,4,"Events, often including specific types like banquets, conventions, tournaments, summits, seminars, services, or festivals, sometimes with specific names and dates",0.206,-0.6558346006031226,0.0001753643454308
gemma-scope-2b_L20_U9859_D5,gemma-scope-2b,20,9859,5,"Formal gatherings including meals, meetings, forums, workshops, exhibitions, showcases, congresses, awards, and specific events like lectures or symposiums",0.1752,-0.7924491884291882,3.3946341502032405e-05
gemma-scope-2b_L20_U10433_D1,gemma-scope-2b,20,10433,1,"Animals, insects, and people, often related to work or homes",0.2515,-0.4489455274535908,0.0036877254748167
gemma-scope-2b_L20_U10433_D2,gemma-scope-2b,20,10433,2,"Female personal attributes, interests, or roles (often related to dogs or other animals)",0.2515,-0.4489455274535908,0.0036877254748167
gemma-scope-2b_L20_U10433_D3,gemma-scope-2b,20,10433,3,"Personal attributes, group affiliation, and relative clauses describing people",0.2515,-0.4489455274535908,0.0036877254748167
gemma-scope-2b_L20_U10433_D4,gemma-scope-2b,20,10433,4,"Body parts, people, and food/plants",0.2515,-0.4489455274535908,0.0036877254748167
gemma-scope-2b_L20_U10433_D5,gemma-scope-2b,20,10433,5,"Descriptions of people, often famous, and their actions or characteristics",0.2515,-0.4489455274535908,0.0036877254748167
gemma-scope-2b_L20_U11664_D1,gemma-scope-2b,20,11664,1,"Products or items with specifications or descriptions including materials, dimensions, and sometimes usage instructions",0.4955,-0.0671377987397194,0.7658208103784006
gemma-scope-2b_L20_U11664_D2,gemma-scope-2b,20,11664,2,"Software documentation, parameters, return values, comments, and descriptions",0.4955,-0.0671377987397194,0.7658208103784006
gemma-scope-2b_L20_U11664_D3,gemma-scope-2b,20,11664,3,Locations and events,0.4955,-0.0671377987397194,0.7658208103784006
gemma-scope-2b_L20_U11664_D4,gemma-scope-2b,20,11664,4,Descriptions of food preparation or recipes,0.4955,-0.0671377987397194,0.7658208103784006
gemma-scope-2b_L20_U11664_D5,gemma-scope-2b,20,11664,5,"Discussions of wealth, economic disparities, faith, and scientific theories, frequently referencing titles of books, movies, or teachings",0.4955,-0.0671377987397194,0.7658208103784006
gemma-scope-2b_L20_U13722_D1,gemma-scope-2b,20,13722,1,"Environmental topics, food, or product specifications with an emphasis on composition, origin, or usage instructions",0.2952,-0.2337629635439848,0.0241598960517514
gemma-scope-2b_L20_U13722_D2,gemma-scope-2b,20,13722,2,"Innovations in energy efficiency, particularly in green building materials and alternative energy solutions, such as solar panels and tidal/ocean currents, are described, alongside their certifications, applications, and benefits",0.1911,-0.3214212309338985,0.0006717421639304
gemma-scope-2b_L20_U13722_D3,gemma-scope-2b,20,13722,3,"Transportation, travel, products, and services related to methods, types, ease, and choices",0.1638,-0.3227524845349432,0.0002136253359986
gemma-scope-2b_L20_U13722_D4,gemma-scope-2b,20,13722,4,"Healthy food, environmentalism, or minimalist lifestyles",0.1365,-0.3236795582874779,6.229042694213682e-05
gemma-scope-2b_L20_U13722_D5,gemma-scope-2b,20,13722,5,"Investing in sustainable development, including environmental, social, and governance (ESG) factors, community development, and education, especially for women and girls",0.1365,-0.3236795582874779,6.229042694213682e-05
gemma-scope-2b_L20_U15565_D1,gemma-scope-2b,20,15565,1,Process or function related to a type or class,1.0,46.93735965599272,1.2165618684330218e-201
gemma-scope-2b_L20_U15565_D2,gemma-scope-2b,20,15565,2,"Discussions of financial matters and wealth disparity, along with sports news, religious faith, and personal reflections",1.0,46.97581209156437,1.2167633355998793e-201
gemma-scope-2b_L20_U15565_D3,gemma-scope-2b,20,15565,3,"Medical, scientific, or academic publications/research/studies",1.0,46.874952204917086,1.2167633355998793e-201
gemma-scope-2b_L20_U15565_D4,gemma-scope-2b,20,15565,4,Negation or absence of requirement,1.0,46.897742355294014,1.2167633355998793e-201
gemma-scope-2b_L20_U15565_D5,gemma-scope-2b,20,15565,5,Second person pronoun related to consumption or usage of something,1.0,46.92212528043651,1.2166625978654652e-201
gemma-scope-2b_L20_U15809_D1,gemma-scope-2b,20,15809,1,Questions and answers,0.3984999999999999,-0.2318043146421862,0.1143096016917422
gemma-scope-2b_L20_U15809_D2,gemma-scope-2b,20,15809,2,"Numbers, especially in the context of measurements and sizes",0.3984999999999999,-0.2318043146421862,0.1143096016917422
gemma-scope-2b_L20_U15809_D3,gemma-scope-2b,20,15809,3,"Tokens related to locations, times, and separators/conjunctions within text excerpts",0.3984999999999999,-0.2318043146421862,0.1143096016917422
gemma-scope-2b_L20_U15809_D4,gemma-scope-2b,20,15809,4,"Logical conjunctions and separators such as ""and"", ""or"", commas, periods, forward slashes, plus and equal signs",0.3984999999999999,-0.2318043146421862,0.1143096016917422
gemma-scope-2b_L20_U15809_D5,gemma-scope-2b,20,15809,5,"List separators, conjunctions, and/or prepositions",0.3984999999999999,-0.2318043146421862,0.1143096016917422
gemma-scope-2b_L20_U15942_D1,gemma-scope-2b,20,15942,1,"Liquid damage, unwanted substances, or security breaches in buildings or systems",0.71305,0.0326247525608179,0.011610848676518
gemma-scope-2b_L20_U15942_D2,gemma-scope-2b,20,15942,2,"Vehicular accidents, disasters, and dangerous situations",0.4858999999999999,-0.1394580808131633,0.8674489702663098
gemma-scope-2b_L20_U15942_D3,gemma-scope-2b,20,15942,3,"Medical devices, automotive parts, or industrial tools inserted into a body cavity or other object",0.4284999999999999,-0.2952665898204231,0.3960185966684291
gemma-scope-2b_L20_U15942_D4,gemma-scope-2b,20,15942,4,"Food preparation, consumption, ingredients, or tools",0.4274999999999999,-0.2593863637776267,0.3894406158438197
gemma-scope-2b_L20_U15942_D5,gemma-scope-2b,20,15942,5,"Animals escaping enclosures, specifically by jumping or walking through a damaged section",0.3368999999999999,-0.3530304931609408,0.0525153846088458
gpt2-small-sae_L0_U259_D1,gpt2-small-sae,0,259,1,Screen resolution or magnification,0.5,0.0,1.0
gpt2-small-sae_L0_U259_D2,gpt2-small-sae,0,259,2,Diseases and negative attributes,0.5,0.0,1.0
gpt2-small-sae_L0_U259_D3,gpt2-small-sae,0,259,3,Medical studies of the effects of various factors or substances on different types of cancer,0.5,0.0,1.0
gpt2-small-sae_L0_U259_D4,gpt2-small-sae,0,259,4,"Medical conditions, particularly a specific type of disease",0.5,0.0,1.0
gpt2-small-sae_L0_U259_D5,gpt2-small-sae,0,259,5,"Diseases, medical conditions, or health issues",0.5,0.0,1.0
gpt2-small-sae_L0_U2002_D1,gpt2-small-sae,0,2002,1,"Data storage, transfer, or management, often in relation to websites, software, or online platforms",0.54305,0.2536145883724486,0.0207048750533752
gpt2-small-sae_L0_U2002_D2,gpt2-small-sae,0,2002,2,Vehicle/passenger capacity,0.4935,-0.0836444669013948,0.7189082106886189
gpt2-small-sae_L0_U2002_D3,gpt2-small-sae,0,2002,3,Male names in the context of job titles/roles,0.4935,-0.0836444669013948,0.7189082106886189
gpt2-small-sae_L0_U2002_D4,gpt2-small-sae,0,2002,4,Allergy or living creatures,0.4935,-0.0836444669013948,0.7189082106886189
gpt2-small-sae_L0_U2002_D5,gpt2-small-sae,0,2002,5,"Homemade items, products, food, or creative works",0.4935,-0.0836444669013948,0.7189082106886189
gpt2-small-sae_L0_U2236_D1,gpt2-small-sae,0,2236,1,Number of days remaining in a year after Sundays are subtracted,0.53035,0.277960459391044,0.3398868011101493
gpt2-small-sae_L0_U2236_D2,gpt2-small-sae,0,2236,2,"Clothing, accessories, or cosmetic products with descriptions of their materials, features, or benefits",0.4795,-0.191261886158912,0.5146497754465963
gpt2-small-sae_L0_U2236_D3,gpt2-small-sae,0,2236,3,Dietary restrictions or medical conditions,0.4795,-0.191261886158912,0.5146497754465963
gpt2-small-sae_L0_U2236_D4,gpt2-small-sae,0,2236,4,"Disagreement, a type of insect, sporting event entry passes, or medical condition",0.4795,-0.191261886158912,0.5146497754465963
gpt2-small-sae_L0_U2236_D5,gpt2-small-sae,0,2236,5,"Political and social advocacy, particularly lobbying efforts and objections to policies related to women's health or religious freedom",0.4795,-0.191261886158912,0.5146497754465963
gpt2-small-sae_L0_U2332_D1,gpt2-small-sae,0,2332,1,"Concepts of counting, tallying, or enumeration, frequently appearing in the context of competitive games or conflict",0.5,0.0,1.0
gpt2-small-sae_L0_U2332_D2,gpt2-small-sae,0,2332,2,"Concepts of a counter or application, and sometimes air, in different contexts",0.5,0.0,1.0
gpt2-small-sae_L0_U2332_D3,gpt2-small-sae,0,2332,3,Air and applications,0.5,0.0,1.0
gpt2-small-sae_L0_U2332_D4,gpt2-small-sae,0,2332,4,"Software programs, web-based platforms, and formal requests related to job opportunities, educational programs, or financial aid",0.5,0.0,1.0
gpt2-small-sae_L0_U2332_D5,gpt2-small-sae,0,2332,5,"Flight, software applications, and panoramic views",0.5,0.0,1.0
gpt2-small-sae_L0_U3358_D1,gpt2-small-sae,0,3358,1,"Items or products and their descriptions including specifications, materials, and uses",0.5,0.0,1.0
gpt2-small-sae_L0_U3358_D2,gpt2-small-sae,0,3358,2,"IndyCar series or races, often with the word ""Indy"" highlighted",0.5,0.0,1.0
gpt2-small-sae_L0_U3358_D3,gpt2-small-sae,0,3358,3,New service/product offerings or marketing/promotion of existing services/products,0.5,0.0,1.0
gpt2-small-sae_L0_U3358_D4,gpt2-small-sae,0,3358,4,"Events or establishments, especially educational or recreational ones",0.5,0.0,1.0
gpt2-small-sae_L0_U3358_D5,gpt2-small-sae,0,3358,5,"Discussions of computer hardware, food recipes, restaurant reviews, software updates, personal anecdotes, or customer service interactions",0.5,0.0,1.0
gpt2-small-sae_L0_U5369_D1,gpt2-small-sae,0,5369,1,"Educational credentials, qualifications or level of skill",0.5,0.0,1.0
gpt2-small-sae_L0_U5369_D2,gpt2-small-sae,0,5369,2,"Academic degrees, especially at the graduate level",0.5,0.0,1.0
gpt2-small-sae_L0_U5369_D3,gpt2-small-sae,0,5369,3,"Academic degrees (master's, bachelor's, PhD)",0.5,0.0,1.0
gpt2-small-sae_L0_U5369_D4,gpt2-small-sae,0,5369,4,"Academic degrees, primarily Master's degrees, sometimes Bachelor's or PhDs, and occasionally the general concept of academic degrees",0.5,0.0,1.0
gpt2-small-sae_L0_U5369_D5,gpt2-small-sae,0,5369,5,"Academic degrees, prestigious tournaments, luxury accommodations, skilled professionals, or exceptional experiences",0.5,0.0,1.0
gpt2-small-sae_L0_U8966_D1,gpt2-small-sae,0,8966,1,Retail business models,0.5,0.0,1.0
gpt2-small-sae_L0_U8966_D2,gpt2-small-sae,0,8966,2,"The substring ""mer"" appearing as part of the word Bremerton, a city in Washington State",0.5,0.0,1.0
gpt2-small-sae_L0_U8966_D3,gpt2-small-sae,0,8966,3,A musician or musical group's name,0.5,0.0,1.0
gpt2-small-sae_L0_U8966_D4,gpt2-small-sae,0,8966,4,Occupations or roles related to water,0.5,0.0,1.0
gpt2-small-sae_L0_U8966_D5,gpt2-small-sae,0,8966,5,"Publication details, often including author, title, date, and publisher/journal",0.5,0.0,1.0
gpt2-small-sae_L0_U9661_D1,gpt2-small-sae,0,9661,1,Data/internet service plan offerings,0.5,0.0,1.0
gpt2-small-sae_L0_U9661_D2,gpt2-small-sae,0,9661,2,Business competitors/competition,0.5,0.0,1.0
gpt2-small-sae_L0_U9661_D3,gpt2-small-sae,0,9661,3,Competition between entities/products,0.5,0.0,1.0
gpt2-small-sae_L0_U9661_D4,gpt2-small-sae,0,9661,4,Competitors/competition,0.5,0.0,1.0
gpt2-small-sae_L0_U9661_D5,gpt2-small-sae,0,9661,5,"Tropical drinks, Alaskan rivers, or cooking",0.5,0.0,1.0
gpt2-small-sae_L0_U10233_D1,gpt2-small-sae,0,10233,1,"Text editing, looking for something, or soliciting something",0.5,0.0,1.0
gpt2-small-sae_L0_U10233_D2,gpt2-small-sae,0,10233,2,"Requesting, searching for, or providing help, often medical or financial, by an individual or organization",0.5,0.0,1.0
gpt2-small-sae_L0_U10233_D3,gpt2-small-sae,0,10233,3,"Requesting, searching for, or looking for something, especially services like legal or insurance, or items like quotes or properties",0.5,0.0,1.0
gpt2-small-sae_L0_U10233_D4,gpt2-small-sae,0,10233,4,"Tools/software, specifically an editor",0.5,0.0,1.0
gpt2-small-sae_L0_U10233_D5,gpt2-small-sae,0,10233,5,"Looking for, searching, or requesting something, often professional help or advice",0.5,0.0,1.0
gpt2-small-sae_L0_U10917_D1,gpt2-small-sae,0,10917,1,"Places of social gathering or consumption, often related to intoxication or close relationships",0.5,0.0,1.0
gpt2-small-sae_L0_U10917_D2,gpt2-small-sae,0,10917,2,Alcoholic beverages and mixed drinks,0.5,0.0,1.0
gpt2-small-sae_L0_U10917_D3,gpt2-small-sae,0,10917,3,"Themes of close relationships, entertainment, and places where social interaction occurs",0.5,0.0,1.0
gpt2-small-sae_L0_U10917_D4,gpt2-small-sae,0,10917,4,"Nightlife, entertainment, or alcohol-serving establishments, often related to LGBTQ+ community",0.5,0.0,1.0
gpt2-small-sae_L0_U10917_D5,gpt2-small-sae,0,10917,5,"The highlighted words relate to intoxicants, particularly alcoholic beverages, and their consumption, sometimes in problematic contexts like during pregnancy or driving under the influence, and sometimes in the context of public health measures like mandatory warning labels or industry resistance to such regulations",0.5,0.0,1.0
gpt2-small-sae_L0_U13767_D1,gpt2-small-sae,0,13767,1,"Events, classes, or establishments with schedules, times, dates, costs, or locations",0.5,0.0,1.0
gpt2-small-sae_L0_U13767_D2,gpt2-small-sae,0,13767,2,Strong opinions or demands,0.5,0.0,1.0
gpt2-small-sae_L0_U13767_D3,gpt2-small-sae,0,13767,3,"Website/software features, functionalities, services, and businesses, especially related to online businesses, e-commerce, or website development",0.5,0.0,1.0
gpt2-small-sae_L0_U13767_D4,gpt2-small-sae,0,13767,4,"A discussion of product features or specifications, often in a comparative context",0.5,0.0,1.0
gpt2-small-sae_L0_U13767_D5,gpt2-small-sae,0,13767,5,Negative customer feedback about products,0.5,0.0,1.0
gpt2-small-sae_L0_U14315_D1,gpt2-small-sae,0,14315,1,"Visual art, including creating drawings, displaying them in a room, and showcasing them in exhibitions",0.5,0.0,1.0
gpt2-small-sae_L0_U14315_D2,gpt2-small-sae,0,14315,2,"Events like meetings, conferences, exhibitions, and presentations",0.5,0.0,1.0
gpt2-small-sae_L0_U14315_D3,gpt2-small-sae,0,14315,3,"Events, particularly conferences and exhibitions, and their related activities, like presentations or drawing board displays",0.5,0.0,1.0
gpt2-small-sae_L0_U14315_D4,gpt2-small-sae,0,14315,4,"Formal gatherings, often related to government or business, such as meetings, conferences, and hearings",0.5,0.0,1.0
gpt2-small-sae_L0_U14315_D5,gpt2-small-sae,0,14315,5,"Formal or informal gatherings, including conferences, meetings, exhibitions, hearings, presentations and exhibits",0.5,0.0,1.0
gpt2-small-sae_L0_U16192_D1,gpt2-small-sae,0,16192,1,"Software updates, adjustments, or repairs",0.5,0.0,1.0
gpt2-small-sae_L0_U16192_D2,gpt2-small-sae,0,16192,2,"Positions, stances, or situations",0.5,0.0,1.0
gpt2-small-sae_L0_U16192_D3,gpt2-small-sae,0,16192,3,"Locations related to food service, lodging, or entertainment and the ability to travel to or within them, especially by methods of self-propulsion",0.5,0.0,1.0
gpt2-small-sae_L0_U16192_D4,gpt2-small-sae,0,16192,4,"Modes of locomotion, especially flying and standing",0.5,0.0,1.0
gpt2-small-sae_L0_U16192_D5,gpt2-small-sae,0,16192,5,Inability to tolerate something,0.5,0.0,1.0
gpt2-small-sae_L0_U18124_D1,gpt2-small-sae,0,18124,1,Locations or establishments and their descriptions or attributes,0.492,-0.1003564941974249,0.6888095932481814
gpt2-small-sae_L0_U18124_D2,gpt2-small-sae,0,18124,2,"Website/software development, marketing, and financial services/products",0.492,-0.1003564941974249,0.6888095932481814
gpt2-small-sae_L0_U18124_D3,gpt2-small-sae,0,18124,3,"Attributes of products related to materials, sizes/dimensions, and/or color",0.492,-0.1003564941974249,0.6888095932481814
gpt2-small-sae_L0_U18124_D4,gpt2-small-sae,0,18124,4,"Culinary experiences, including cooking, eating, and describing food and meals",0.492,-0.1003564941974249,0.6888095932481814
gpt2-small-sae_L0_U18124_D5,gpt2-small-sae,0,18124,5,"Religious texts, specifically the Gospels, and their historical and societal context",0.492,-0.1003564941974249,0.6888095932481814
gpt2-small-sae_L0_U28565_D1,gpt2-small-sae,0,28565,1,Female first names in close proximity to last names,0.5,0.0,1.0
gpt2-small-sae_L0_U28565_D2,gpt2-small-sae,0,28565,2,"Japanese teriyaki chicken, a type of sedan, art pieces featuring wood, sugary food/drinks, gameplay mechanics, leggings, plumbing services, file names of furniture images",0.5,0.0,1.0
gpt2-small-sae_L0_U28565_D3,gpt2-small-sae,0,28565,3,Proper names of people and software in different professional contexts,0.5,0.0,1.0
gpt2-small-sae_L0_U28565_D4,gpt2-small-sae,0,28565,4,Personal names in context of personal stories or anecdotes,0.5,0.0,1.0
gpt2-small-sae_L0_U28565_D5,gpt2-small-sae,0,28565,5,Proper names of people and locations,0.5,0.0,1.0
gpt2-small-sae_L0_U28810_D1,gpt2-small-sae,0,28810,1,"Food recalls due to bacterial contamination, specifically Listeria",0.5,0.0,1.0
gpt2-small-sae_L0_U28810_D2,gpt2-small-sae,0,28810,2,Fertilizer costs and ministers,0.5,0.0,1.0
gpt2-small-sae_L0_U28810_D3,gpt2-small-sae,0,28810,3,governmental organizations or institutions,0.5,0.0,1.0
gpt2-small-sae_L0_U28810_D4,gpt2-small-sae,0,28810,4,"Events, festivals, classes, and services offered in a specific location",0.5,0.0,1.0
gpt2-small-sae_L0_U28810_D5,gpt2-small-sae,0,28810,5,"Countries/regions (Switzerland, Holland, US, Costa Rica)",0.5,0.0,1.0
gpt2-small-sae_L0_U29332_D1,gpt2-small-sae,0,29332,1,"Vouchers, discounts, or bargains",0.6562,0.7026121708837503,0.0009247134780334
gpt2-small-sae_L0_U29332_D2,gpt2-small-sae,0,29332,2,A feeling of incompleteness or something missing,0.5599,0.4547769335864712,0.200027339545401
gpt2-small-sae_L0_U29332_D3,gpt2-small-sae,0,29332,3,"Products or items with specific characteristics, including materials, dimensions, and functionalities",0.5062000000000001,0.0520668959806315,0.8947439065143774
gpt2-small-sae_L0_U29332_D4,gpt2-small-sae,0,29332,4,"Hib vaccine, investor-owned utilities, couples counselling, weak economy/immune system, HARPO fellowship, outage",0.5039000000000001,-0.0031115053542063,0.9339911629929954
gpt2-small-sae_L0_U29332_D5,gpt2-small-sae,0,29332,5,Gift vouchers or similar financial instruments,0.5034000000000001,-0.0216269004891625,0.942547800860538
gpt2-small-sae_L0_U29707_D1,gpt2-small-sae,0,29707,1,"Culinary experiences, including classes, restaurants, and specific dishes",0.5,0.0,1.0
gpt2-small-sae_L0_U29707_D2,gpt2-small-sae,0,29707,2,Products or services with specific attributes or features,0.5,0.0,1.0
gpt2-small-sae_L0_U29707_D3,gpt2-small-sae,0,29707,3,Managerial roles and responsibilities over personnel,0.5,0.0,1.0
gpt2-small-sae_L0_U29707_D4,gpt2-small-sae,0,29707,4,"Discussions of financial disparity, movie trailers revealing plot details, school autonomy protests, children separated from families at borders, popularity of mobile games, financial disputes within a sports club, impressive physical attributes of a wide receiver prospect, book recommendations and author biographies, sports game summaries, accomplishments of an artist, discussion of the UN Security Council, incentives offered to a large corporation, experiences of a woman after surgery, girl child education and women empowerment, a film commission president's career, and a critique of a celebrity's role in the transgender community",0.5,0.0,1.0
gpt2-small-sae_L0_U29707_D5,gpt2-small-sae,0,29707,5,"Computer-related problems and solutions, website and blog creation and management, food and cooking, and hobbies and interests",0.5,0.0,1.0
gpt2-small-sae_L0_U32439_D1,gpt2-small-sae,0,32439,1,Commercial activity,0.5,0.0,1.0
gpt2-small-sae_L0_U32439_D2,gpt2-small-sae,0,32439,2,Finance and economics,0.5,0.0,1.0
gpt2-small-sae_L0_U32439_D3,gpt2-small-sae,0,32439,3,"Creation, generation, production, or design",0.5,0.0,1.0
gpt2-small-sae_L0_U32439_D4,gpt2-small-sae,0,32439,4,"Content related to the Wordpress platform, possibly focusing on its usage, features, and user groups",0.5,0.0,1.0
gpt2-small-sae_L0_U32439_D5,gpt2-small-sae,0,32439,5,"Food, specifically butternut squash, savory dishes, and fashion designers",0.5,0.0,1.0
gpt2-small-sae_L5_U288_D1,gpt2-small-sae,5,288,1,Relating to the beginning section of a piece of writing,0.5854999999999999,0.6562568613286717,0.0010627141267534
gpt2-small-sae_L5_U288_D2,gpt2-small-sae,5,288,2,"A list of events, performers, products, or sports teams",0.536,0.2379658430637997,0.1609974353166292
gpt2-small-sae_L5_U288_D3,gpt2-small-sae,5,288,3,"Help, support, or assistance services",0.487,-0.1536440593893065,0.6070460330118466
gpt2-small-sae_L5_U288_D4,gpt2-small-sae,5,288,4,Lists of available products or features,0.487,-0.1536440593893065,0.6070460330118466
gpt2-small-sae_L5_U288_D5,gpt2-small-sae,5,288,5,Lines of credit/financing,0.487,-0.1536440593893065,0.6070460330118466
gpt2-small-sae_L5_U330_D1,gpt2-small-sae,5,330,1,Origin or source,0.4995,-0.0316227787433507,0.9282872148296558
gpt2-small-sae_L5_U330_D2,gpt2-small-sae,5,330,2,Origin or source,0.4995,-0.0316227787433507,0.9282872148296558
gpt2-small-sae_L5_U330_D3,gpt2-small-sae,5,330,3,"Origin, source, or provenance",0.4995,-0.0316227787433507,0.9282872148296558
gpt2-small-sae_L5_U330_D4,gpt2-small-sae,5,330,4,Origin or source,0.4995,-0.0316227787433507,0.9282872148296558
gpt2-small-sae_L5_U330_D5,gpt2-small-sae,5,330,5,Origin or source,0.4995,-0.0316227787433507,0.9282872148296558
gpt2-small-sae_L5_U966_D1,gpt2-small-sae,5,966,1,"Giveaway, donation request, advertisement, or sharing information, related to a link or media",0.5,0.0,1.0
gpt2-small-sae_L5_U966_D2,gpt2-small-sae,5,966,2,"A preposition or comma, succeeding company subsidiaries/branches, within descriptions of company structure/operations",0.5,0.0,1.0
gpt2-small-sae_L5_U966_D3,gpt2-small-sae,5,966,3,"First person perspective descriptions of actions, often followed by explanations or justifications",0.5,0.0,1.0
gpt2-small-sae_L5_U966_D4,gpt2-small-sae,5,966,4,"Numbers, often related to financial figures or counts, in contexts such as media impact, scholarships, and sports events",0.5,0.0,1.0
gpt2-small-sae_L5_U966_D5,gpt2-small-sae,5,966,5,"Connecting words related to locations, actions, or events",0.5,0.0,1.0
gpt2-small-sae_L5_U7238_D1,gpt2-small-sae,5,7238,1,Medical or pharmaceutical treatments/procedures/drugs,0.5,0.0,1.0
gpt2-small-sae_L5_U7238_D2,gpt2-small-sae,5,7238,2,"Titles of movies, TV shows, video games, or books",0.5,0.0,1.0
gpt2-small-sae_L5_U7238_D3,gpt2-small-sae,5,7238,3,"Computer/IT skills, software, or computer programs, often in a business/professional/marketing/sales context",0.5,0.0,1.0
gpt2-small-sae_L5_U7238_D4,gpt2-small-sae,5,7238,4,Food contamination with Listeria,0.5,0.0,1.0
gpt2-small-sae_L5_U7238_D5,gpt2-small-sae,5,7238,5,"Intense heat, voter rolls, or a person named Lev/Levison",0.5,0.0,1.0
gpt2-small-sae_L5_U16103_D1,gpt2-small-sae,5,16103,1,Commercial services or products offered and advertised,0.5,0.0,1.0
gpt2-small-sae_L5_U16103_D2,gpt2-small-sae,5,16103,2,"Discussions of religion, spirituality, or philosophy, often with mentions of specific religious figures, concepts, or texts",0.5,0.0,1.0
gpt2-small-sae_L5_U16103_D3,gpt2-small-sae,5,16103,3,Products or services and their associated companies or brands,0.5,0.0,1.0
gpt2-small-sae_L5_U16103_D4,gpt2-small-sae,5,16103,4,"Discussions of beauty products, food and recipes, or events",0.5,0.0,1.0
gpt2-small-sae_L5_U16103_D5,gpt2-small-sae,5,16103,5,Locations offering services or events,0.5,0.0,1.0
gpt2-small-sae_L5_U16512_D1,gpt2-small-sae,5,16512,1,Computer hardware and software specifications,0.495,-0.0964033813557167,0.7531671195040612
gpt2-small-sae_L5_U16512_D2,gpt2-small-sae,5,16512,2,"A periodical publication, or a problem/controversy",0.495,-0.0964033813557167,0.7531671195040612
gpt2-small-sae_L5_U16512_D3,gpt2-small-sae,5,16512,3,"Facial features, societal problems, and printed publications",0.495,-0.0964033813557167,0.7531671195040612
gpt2-small-sae_L5_U16512_D4,gpt2-small-sae,5,16512,4,"A periodical publication, often a magazine, and a problem or topic of concern related to it",0.495,-0.0964033813557167,0.7531671195040612
